cell_type,comp,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
Oligodendrocytes,2,prerank,Translation (GO:0006412),-0.8990710619027508,-2.844774286418608,0.0,0.0,0.0,82/106,5.23%,RPL37A;RPLP1;RPS27;RPL13;RPS28;RPL34;EEF1A1;RPL18;RPL41;RPS18;RPL9;RPL38;FAU;RPL3;RPL10;RPL21;RPS21;RPS19;RPS9;RPL36;RPS14;RPS15;RPS27A;RPL26;RPL32;RPL11;RPL35;RPL30;RPL13A;RPL24;RPS23;RPS29;RPL37;RPS16;RPL27A;RPL28;RPSA;RPL15;RPL19;RPL35A;RPS2;RPS3A;RPS24;RPL18A;RPS3;RPL7A;RPS11;RPLP2;RPS4X;RPL23A;RPL17;RPL27;RPS25;RPL14;RPL7;RPS8;RPS5;RPS7;RPL29;RPL8;RPS6;RPL39;RPS10;EEF2;EEF1A2;RPS15A;RPL31;UBA52;RPL10A;RPL6;RPL5;EEF1G;RPLP0;RPL4;RPS20;RPS13;RPL22;RPL36AL;RPL12;RPS26;RPS17;EEF1B2
Oligodendrocytes,2,prerank,ATP Biosynthetic Process (GO:0006754),-0.8984302862419206,-1.8684303756797087,0.0,0.0018711025254376,0.049,12/12,10.37%,ATP5ME;ATP5F1E;ATP5MC2;ATP5F1D;ATP5F1B;ATP5MG;ATP5PF;ATP5MF;ATP5MC3;ATP5PO;ATP5MC1;ATP5PD
Oligodendrocytes,2,prerank,rRNA Metabolic Process (GO:0016072),-0.8983690797612898,-2.2204836602971487,0.0,0.0,0.0,18/24,6.54%,RPS27;RPS28;RPS19;RPS15;RPL26;RPL11;RPS16;RPL35A;RPS24;RPL27;RPS25;RPL14;RPL7;RPS7;RPS6;RPL5;RPS17;TRIR
Oligodendrocytes,2,prerank,Removal Of Superoxide Radicals (GO:0019430),-0.8982811907035257,-1.6833422155293074,0.0,0.0350966473701427,0.794,5/8,5.07%,MT3;PRDX1;SOD1;PRDX2;SOD2
Oligodendrocytes,2,prerank,Cellular Response To Superoxide (GO:0071451),-0.8982811907035257,-1.6833422155293074,0.0,0.0350966473701427,0.794,5/8,5.07%,MT3;PRDX1;SOD1;PRDX2;SOD2
Oligodendrocytes,2,prerank,Regulation Of Cytokinesis (GO:0032465),-0.8969501942509055,-1.797882943140252,0.0,0.0072201027682692,0.203,5/10,4.61%,CALM2;CALM3;CALM1;PDXP;PIN1
Oligodendrocytes,2,prerank,Ribosomal Large Subunit Biogenesis (GO:0042273),-0.8945829409429453,-1.9670652232030144,0.0,0.0001642668883786,0.004,10/14,3.43%,RPL10;RPL26;RPL11;RPL35A;RPL23A;RPL14;RPL7;RPL6;RPL5;RPLP0
Oligodendrocytes,2,prerank,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),-0.8915197024388374,-2.400004978152818,0.0,0.0,0.0,38/41,10.32%,NDUFA4;COX7C;UQCRB;COX4I1;COX6C;COX6A1;UQCRH;NDUFS5;COX5B;NDUFB8;COX8A;COX7A2;NDUFB7;UQCR11;CYCS;UQCR10;NDUFB2;NDUFB9;NDUFA3;COX6B1;NDUFA1;NDUFB10;NDUFB1;NDUFS6;UQCRQ;COX7B;NDUFAB1;NDUFC2;NDUFA2;NDUFA8;COX5A;NDUFC1;NDUFA7;NDUFA12;NDUFB4;UQCRFS1;NDUFB3;NDUFA6
Oligodendrocytes,2,prerank,Aerobic Electron Transport Chain (GO:0019646),-0.8911846823023665,-2.39943929646404,0.0,0.0,0.0,37/40,10.32%,NDUFA4;COX7C;UQCRB;COX4I1;COX6C;COX6A1;UQCRH;NDUFS5;COX5B;NDUFB8;COX8A;COX7A2;NDUFB7;UQCR11;CYCS;UQCR10;NDUFB2;NDUFB9;NDUFA3;COX6B1;NDUFA1;NDUFB10;NDUFB1;NDUFS6;UQCRQ;COX7B;NDUFAB1;NDUFC2;NDUFA2;NDUFA8;COX5A;NDUFC1;NDUFA7;NDUFB4;UQCRFS1;NDUFB3;NDUFA6
Oligodendrocytes,2,prerank,Cellular Respiration (GO:0045333),-0.8877084120401798,-2.460421627851761,0.0,0.0,0.0,46/49,11.07%,NDUFA4;COX7C;UQCRB;COX4I1;COX6C;COX6A1;UQCRH;NDUFA13;NDUFS5;COX5B;NDUFB8;COX8A;COX7A2;NDUFB7;UQCR11;CYCS;UQCR10;NDUFB2;BLOC1S1;NDUFB9;NDUFA3;COX6B1;NDUFA1;NDUFB10;NDUFB1;NDUFS6;UQCRQ;ETFB;COX7B;NDUFAB1;NDUFC2;NDUFA2;NDUFB11;NDUFA11;NDUFA8;MTLN;COX5A;NDUFC1;SURF1;NDUFA7;NDUFA12;NDUFB4;UQCRFS1;NDUFB3;NDUFA6;NR4A3
Oligodendrocytes,2,prerank,Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020),-0.8860299541928662,-1.7151796224938831,0.0,0.0251513139468701,0.649,4/9,2.73%,CALM2;CALM3;YWHAE;CALM1
Oligodendrocytes,2,prerank,Glycolytic Process (GO:0006096),-0.8762168542536513,-1.769447264156623,0.0,0.0118965160567947,0.34,5/10,5.20%,GAPDH;ENO2;TPI1;PKM;ALDOC
Oligodendrocytes,2,prerank,Ribosomal Large Subunit Assembly (GO:0000027),-0.8758143055408355,-1.681282591364506,0.0,0.0359828869224696,0.807,7/9,8.57%,RPL10;RPL11;RPL23A;RPL6;RPL5;RPLP0;MRPL20
Oligodendrocytes,2,prerank,protein-RNA Complex Assembly (GO:0022618),-0.8751698547121566,-2.1016198299209363,0.0,0.0,0.0,20/24,9.23%,RPS27;RPS28;RPL38;RPL10;RPS19;RPS14;RPS15;RPL11;HSP90AA1;HSP90AB1;RPSA;RPL23A;RPS5;RPL6;RPL5;RPLP0;LSM4;EIF3G;MRPL20;SNRPD2
Oligodendrocytes,2,prerank,Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),-0.8692776196855048,-2.094141883274463,0.0,0.0,0.0,19/24,8.59%,MT3;NDUFA4;COX7C;UQCRB;COX4I1;COX6C;COX6A1;UQCRH;COX5B;COX8A;COX7A2;UQCR11;CYCS;UQCR10;COX6B1;UQCRQ;COX7B;MTLN;COX5A
Oligodendrocytes,2,prerank,Substantia Nigra Development (GO:0021762),-0.8665763526581168,-1.8317139086214735,0.0,0.0040040054042286,0.107,10/13,7.39%,CALM2;CALM3;YWHAH;YWHAE;NDRG2;DYNLL1;CALM1;ATP5PF;COX6B1;S100A1
Oligodendrocytes,2,prerank,Regulation Of Supramolecular Fiber Organization (GO:1902903),-0.8612598696214832,-1.7230809501546778,0.0,0.0222699961596342,0.599,7/10,7.50%,MAP2;ARL2;HSPA8;MAP1A;PARK7;APOE;MAP1B
Oligodendrocytes,2,prerank,Innate Immune Response In Mucosa (GO:0002227),-0.8598189507965764,-1.6957468237255675,0.0,0.0308833828599464,0.743,2/10,2.14%,FAU;RPL39
Oligodendrocytes,2,prerank,Regulation Of Macroautophagy (GO:0016241),-0.8585930262298476,-1.7043235663377296,0.0020876826722338,0.028083862904948,0.693,7/10,5.75%,GAPDH;UCHL1;ATP6V0C;ATP6V1G2;PINK1;ATP6V1E1;CAPNS1
Oligodendrocytes,2,prerank,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),-0.8544442972751345,-2.1976922191458024,0.0,0.0,0.0,29/31,12.62%,NDUFA13;NDUFS5;NDUFB8;NDUFB7;NDUFB2;NDUFB9;NDUFA3;NDUFA1;NDUFB10;NDUFB1;NDUFAF8;NDUFAB1;NDUFC2;NDUFA2;NDUFB11;NDUFA11;NDUFA8;COX17;COX14;NDUFC1;PET100;SURF1;NDUFB4;UQCRFS1;NDUFB3;COA3;NDUFA6;COA8;PET117
Oligodendrocytes,2,prerank,Cellular Response To Copper Ion (GO:0071280),-0.8543920786409409,-1.7458110892932766,0.0,0.0162418885884352,0.467,9/11,12.81%,MT3;MT1X;MT1E;MT1G;MT2A;MT1M;MT1F;AQP1;MT1H
Oligodendrocytes,2,prerank,Mucosal Immune Response (GO:0002385),-0.8533219151035191,-1.7126997335559055,0.0,0.0258114446739178,0.661,2/11,2.14%,FAU;RPL39
Oligodendrocytes,2,prerank,Proton Transmembrane Transport (GO:1902600),-0.8513566056700175,-1.759575201955185,0.0,0.013993074886532,0.4,8/12,6.82%,ATP6V0C;ATP6V1E1;ATP5F1B;ATP6V1F;ATP5MF;RNASEK;ATP1B1;ATP5PO
Oligodendrocytes,2,prerank,Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),-0.8475896650372348,-1.6929814013067277,0.0,0.0314963903369424,0.75,4/10,2.73%,CALM2;CALM3;THY1;CALM1
Oligodendrocytes,2,prerank,Response To Copper Ion (GO:0046688),-0.8453328128462034,-1.802800647728776,0.0,0.0067339407961549,0.186,10/13,12.81%,MT3;MT1X;MT1E;MT1G;ATP5F1D;MT2A;MT1M;MT1F;AQP1;MT1H
Oligodendrocytes,2,prerank,Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060),-0.8443923600321925,-1.6560799750143167,0.0020964360587002,0.0491705552546643,0.905,8/10,14.72%,GABARAP;ELOB;STUB1;CLU;LAPTM5;SH3RF3;HSPA1A;HSPA1B
Oligodendrocytes,2,prerank,Protein Targeting To Mitochondrion (GO:0006626),-0.8371064140329387,-1.7265604818685978,0.0022371364653243,0.0224582703120539,0.58,9/12,12.16%,HSP90AA1;TOMM7;FIS1;NDUFA13;TIMM13;TIMM8B;TIMM17B;TIMM10;ROMO1
Oligodendrocytes,2,prerank,Positive Regulation Of Protein Ubiquitination (GO:0031398),-0.8350857932587636,-1.754954615269012,0.0,0.0148709847773343,0.424,9/14,11.28%,RPS2;UBB;FAM107A;PIN1;STUB1;PINK1;CENPX;LAPTM5;SEPTIN4
Oligodendrocytes,2,prerank,Negative Regulation Of Catalytic Activity (GO:0043086),-0.8268889119521072,-1.7234154157272126,0.0022123893805309,0.0225201407403884,0.598,4/12,5.93%,MT3;CAMK2A;ATP5IF1;PHPT1
Oligodendrocytes,2,prerank,Regulation Of Cell Cycle Process (GO:0010564),-0.8224799348444094,-1.8598841496318197,0.0,0.0019893203320556,0.055,6/18,4.61%,CALM2;CALM3;RPL17;CALM1;PDXP;PIN1
Oligodendrocytes,2,prerank,Negative Regulation Of Amide Metabolic Process (GO:0034249),-0.8194752044038887,-1.8622696611148284,0.0,0.00198240267566,0.053,9/18,9.29%,GAPDH;RPL13A;RPS3;ENC1;PIN1;CLU;APOE;NCL;IGFBP5
Oligodendrocytes,2,prerank,Establishment Of Protein Localization To Mitochondrion (GO:0072655),-0.8170256708546022,-1.661670858121865,0.0093457943925233,0.0463450954636289,0.883,8/12,12.16%,TOMM7;FIS1;PINK1;TIMM13;TIMM8B;TIMM17B;TIMM10;ROMO1
Oligodendrocytes,2,prerank,Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800),-0.8166024259512302,-1.7259613583347204,0.0,0.0223542301716304,0.587,11/13,17.73%,GABARAP;ELOB;STUB1;CLU;PSMC3;PSMC5;NUPR1;SH3RF3;HSPA1A;HSPA1B;TREM2
Oligodendrocytes,2,prerank,Protein Localization To Nucleus (GO:0034504),-0.8157091048749983,-1.8199631381239572,0.0,0.0047195140622624,0.132,5/16,4.22%,RPL11;YWHAE;SKP1;CHCHD10;ARL2
Oligodendrocytes,2,prerank,Negative Regulation Of Translation (GO:0017148),-0.8136596162260632,-1.7540481084943291,0.0022321428571428,0.014734266040768,0.428,6/14,9.29%,GAPDH;RPL13A;RPS3;ENC1;NCL;IGFBP5
Oligodendrocytes,2,prerank,Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322),-0.8126831609622546,-1.7055736007965197,0.0,0.0279840377702134,0.688,7/13,11.28%,UBB;FAM107A;STUB1;PINK1;CENPX;LAPTM5;SEPTIN4
Oligodendrocytes,2,prerank,Pyruvate Metabolic Process (GO:0006090),-0.7979532025875977,-1.7668367116581658,0.0023201856148491,0.0123552166759055,0.362,9/15,14.65%,GAPDH;ENO2;TPI1;PKM;LDHB;ALDOC;NR4A3;KRT17;SDS
Oligodendrocytes,2,prerank,Regulation Of Proteasomal Protein Catabolic Process (GO:0061136),-0.7978042077228661,-1.6766745132131335,0.0046189376443418,0.0382836192391841,0.824,8/12,10.25%,HSP90AB1;UBB;PINK1;GABARAPL2;APOE;PSMC3;PSMC5;NUPR1
Oligodendrocytes,2,prerank,Mitochondrial Translation (GO:0032543),-0.7965908124329245,-1.826022497536909,0.0,0.0042893110524651,0.119,17/19,17.23%,MRPL51;MRPS24;GADD45GIP1;MRPL20;MRPL52;NDUFA7;MRPL55;MRPL54;CHCHD1;MRPL40;MRPL27;MRPL24;MRPS12;MRPL12;MRPL36;MRPL17;MRPL14
Oligodendrocytes,2,prerank,Mitochondrial Gene Expression (GO:0140053),-0.7965908124329245,-1.826022497536909,0.0,0.0042893110524651,0.119,17/19,17.23%,MRPL51;MRPS24;GADD45GIP1;MRPL20;MRPL52;NDUFA7;MRPL55;MRPL54;CHCHD1;MRPL40;MRPL27;MRPL24;MRPS12;MRPL12;MRPL36;MRPL17;MRPL14
Oligodendrocytes,2,prerank,Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),-0.7730476984663511,-1.7776160450137666,0.0,0.0108169745997315,0.294,9/20,9.80%,CALM2;ACTB;CALM3;THY1;CALM1;CCNI;HRAS;CCND1;GADD45A
Oligodendrocytes,2,prerank,Mitochondrion Organization (GO:0007005),-0.7654977588115266,-1.9651440803326892,0.0,0.000198000267242,0.005,14/27,11.65%,TOMM7;FIS1;CHCHD2;CHCHD10;COX7A2;PINK1;ATP5F1D;COX7A1;PARK7;TIMM13;HIGD2A;TIMM8B;TIMM17B;TIMM10
Oligodendrocytes,2,prerank,Proteolysis Involved In Protein Catabolic Process (GO:0051603),-0.7615979744954273,-1.6995190577793629,0.0021786492374727,0.0291929229839422,0.713,7/17,12.33%,RPS27A;UBB;UBA52;STUB1;NEDD8;CHMP4A;ISG15
Oligodendrocytes,2,prerank,Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),-0.75086356516188,-1.6731398401622917,0.0125786163522012,0.0396396535018637,0.844,5/16,11.24%,HSP90AA1;HSP90AB1;CLU;PTGS2;DDAH2
Oligodendrocytes,2,prerank,Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),-0.75086356516188,-1.6731398401622917,0.0125786163522012,0.0396396535018637,0.844,5/16,11.24%,HSP90AA1;HSP90AB1;CLU;PTGS2;DDAH2
Oligodendrocytes,2,prerank,Protein Localization To Organelle (GO:0033365),-0.7505070762911956,-1.7014991721463135,0.0044642857142857,0.0290164822406326,0.704,7/16,12.33%,RPL11;YWHAE;FKBP8;GABARAPL2;WDR83OS;RCSD1;ISG15
Oligodendrocytes,2,prerank,Negative Regulation Of Protein Metabolic Process (GO:0051248),-0.7435236662849404,-1.996793733803832,0.0,8.529242281197138e-05,0.002,17/36,13.64%,GAPDH;RPL13A;HSP90AB1;RPS3;CRYAB;PFDN5;ENC1;PIN1;CST3;CLU;APOE;NCL;IGFBP5;PFDN6;EDNRB;RILP;SERPINE2
Oligodendrocytes,2,prerank,Regulation Of Protein Ubiquitination (GO:0031396),-0.732982769778036,-1.7767273706142277,0.0021739130434782,0.0107987624012374,0.3,14/23,14.72%,HSP90AA1;HSP90AB1;UBB;RPS3;FAM107A;STUB1;PINK1;PARK7;CENPX;LAPTM5;SEPTIN4;ISG15;HSPA1A;HSPA1B
Oligodendrocytes,2,prerank,Proteasomal Protein Catabolic Process (GO:0010498),-0.7185906825174184,-1.656267396427249,0.0159817351598173,0.0496050069521574,0.905,8/17,7.48%,UCHL1;SKP1;ENC1;STUB1;RNF187;PSMB6;PSMC3;PSMC5
Oligodendrocytes,2,prerank,Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),-0.7161602562130137,-1.6549528477656203,0.0108695652173913,0.049382232505136,0.91,5/19,11.24%,HSP90AA1;HSP90AB1;CLU;PTGS2;DDAH2
Oligodendrocytes,2,prerank,Regulation Of Protein Catabolic Process (GO:0042176),-0.7126597149076901,-1.7720467667846418,0.0,0.0113947047411993,0.322,11/28,7.26%,EEF1A1;HSP90AA1;UBB;OAZ1;EEF1A2;NDUFA13;NSF;PIN1;PINK1;APOE;GFAP
Oligodendrocytes,2,prerank,Regulation Of T Cell Activation (GO:0050863),-0.71131444420338,-1.689888068303009,0.0022779043280182,0.0326462840628735,0.766,18/23,25.02%,THY1;B2M;LAPTM5;HLA-DRB1;CD4;FGL1;GPNMB;HLA-DPA1;HLA-DRA;HLA-DMB;HLA-DQA1;TNFRSF1B;HLA-DOA;PYCARD;HLA-DRB5;LGALS3;TNFSF8;CCL2
Oligodendrocytes,2,prerank,Cellular Response To Type II Interferon (GO:0071346),-0.690927538404215,-1.751938991153116,0.0024630541871921,0.0150002013779317,0.441,4/29,2.73%,GAPDH;RPL13A;CAMK2A;CALM1
Oligodendrocytes,2,prerank,Regulation Of Translation (GO:0006417),-0.6898385461264367,-1.787495435673894,0.0,0.0089712121084955,0.249,14/33,9.29%,RPL10;GAPDH;RPL26;RPL13A;EIF1;RPS3;RPS4X;EEF2;EIF4A2;RPL5;ENC1;NCL;HSPB1;IGFBP5
Oligodendrocytes,2,prerank,Regulation Of Cell Death (GO:0010941),-0.682814879134309,-1.665451322300432,0.0087527352297593,0.0439682439595712,0.875,8/23,11.42%,SNCB;CRYAB;SNCG;PARK7;CLU;CHMP5;CHMP2A;CHMP4A
Oligodendrocytes,2,prerank,Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),-0.6710700211696629,-1.723764662752992,0.0069444444444444,0.022837420297479,0.596,5/30,2.14%,FAU;RPS19;GAPDH;RPL30;RPL39
Oligodendrocytes,2,prerank,Protein Stabilization (GO:0050821),-0.6681830307881476,-1.833758463373644,0.0,0.0038649652165653,0.102,27/45,15.05%,MT3;GAPDH;RPL11;HSP90AA1;HSP90AB1;RPL17;RPS7;CRYAB;PFDN5;RPL5;PFN2;PIN1;STUB1;PINK1;PARK7;ATP1B1;CLU;BAG1;PFDN6;COA8;ATP1B3;PFN1;UXT;TYROBP;HSPA1A;HSPA1B;ATP1B2
Oligodendrocytes,2,prerank,Central Nervous System Development (GO:0007417),0.6372109172044127,1.7962115517603314,0.0,0.0168998865066185,0.09,32/79,12.29%,ROBO2;GRIK1;CNTN5;CADM2;CNTNAP2;ADGRL3;UGT8;SHROOM4;SPOCK1;SOX6;CHD7;SYNJ2;MOG;IL1RAPL2;GSN;MEIS2;PTPRZ1;PBX3;CNTN4;RELN;PROX1;MYRF;MSI2;SOX10;ZIC1;NFIB;KLK6;ASIC2;ADGRL2;NMUR2;MAL;DNER
Oligodendrocytes,2,prerank,Nervous System Development (GO:0007399),0.6434400001925148,1.922714729045895,0.0,0.0004526755314272,0.001,56/125,13.21%,ROBO2;RBFOX1;GRIK1;ERBB4;ADGRV1;LSAMP;FGF14;NLGN1;NRXN1;ADGRL3;NRG1;NAV3;UGT8;KIRREL3;SPOCK1;SOX6;ZEB2;ROBO1;DSCAM;LPAR1;SEMA6A;CHD7;MDGA2;MOBP;MOG;PLPPR1;IL1RAPL2;FGF12;GSN;ERBB3;PTPRZ1;NINJ2;LDB2;CNTN4;KALRN;CHRM3;RELN;PROX1;FAT4;MSI2;CDH1;SEMA5A;SOX10;PTN;GJB1;GPM6B;SDK1;ZIC1;KLK6;ASIC2;NMUR2;MAL;DNER;PMP22;GPM6A;EGFR
Oligodendrocytes,2,prerank,Neuron Projection Guidance (GO:0097485),0.7098441103309211,1.744318342249103,0.0017006802721088,0.0348148635988619,0.303,19/37,11.41%,ROBO2;CNTN5;UNC5C;NRXN3;NRXN1;DSCAM;SEMA6A;EPHA6;KIAA1755;CNTN2;SEMA3C;CNTN4;DCC;KALRN;RELN;SEMA5A;SEMA3B;SEMA6D;SLIT2
Oligodendrocytes,2,prerank,Brain Development (GO:0007420),0.7336498574063348,1.8481863796598537,0.0,0.0065637952056955,0.027,17/42,11.15%,ROBO2;CNTN5;CADM2;CNTNAP2;ADGRL3;SHROOM4;SOX6;SYNJ2;MEIS2;PBX3;CNTN4;RELN;PROX1;CTNNA2;ZIC1;NFIB;ADGRL2
Oligodendrocytes,2,prerank,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),0.8047129426667207,2.1686686462956994,0.0,0.0,0.0,27/60,9.19%,ROBO2;IL1RAPL1;PTPRD;CADM2;NLGN1;ADGRL3;TENM2;ALCAM;KIRREL3;LRRC4C;ROBO1;DSCAM;CADM1;CDH12;UNC5D;CLDN11;GRID2;CNTN2;CDH18;CNTN4;CLDN5;FAT4;CDH1;LRFN5;CRB1;PTPRT;SDK1
Oligodendrocytes,2,prerank,Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),0.8205674151073148,1.852315690328933,0.0,0.0072428085028365,0.023,12/22,11.04%,ROBO2;CADM2;KIRREL3;ROBO1;DSCAM;CADM1;CNTN2;CNTN4;CDH1;PTPRT;SDK1;TENM3
Oligodendrocytes,2,prerank,Regulation Of Synapse Assembly (GO:0051963),0.8291938191280909,1.7578940739223765,0.0018083182640144,0.0297759905116612,0.225,9/16,8.77%,ROBO2;IL1RAPL1;PTPRD;NLGN1;NRXN1;IL1RAPL2;GRID2;SYNDIG1;LRFN5
Oligodendrocytes,2,prerank,Negative Regulation Of Chemotaxis (GO:0050922),0.8343267573622384,1.7646843395254357,0.0017761989342806,0.0287448962456324,0.192,9/15,11.41%,ROBO2;NRG1;ROBO1;SEMA6A;SEMA3C;SEMA5A;SEMA3B;SEMA6D;SLIT2
Oligodendrocytes,2,prerank,Heterophilic Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0007157),0.8354056786066408,1.7984905986949746,0.0036036036036036,0.0193745127450877,0.086,10/18,11.04%,IL1RAPL1;PTPRD;NLGN1;TENM2;ALCAM;CADM1;GRID2;FAT4;CRB1;TENM3
Oligodendrocytes,2,prerank,Positive Regulation Of Nervous System Development (GO:0051962),0.8426310346345346,1.7319573832974782,0.0018691588785046,0.0436077428608282,0.388,7/14,8.14%,IL1RAPL1;PTPRD;NLGN1;NRXN1;LRP2;GRID2;SYNDIG1
Oligodendrocytes,2,prerank,Regulation Of Trans-Synaptic Signaling (GO:0099177),0.849723792909226,1.7565073941147276,0.0,0.0276132074170642,0.229,9/14,7.72%,GRIK1;NLGN1;GRIK2;NRG3;LRRC4C;PXK;GRID2;RELN;GRIA4
Oligodendrocytes,2,prerank,Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),0.9250966050367156,1.7706613008842993,0.001953125,0.0284538905468577,0.168,4/10,1.90%,CTNNA3;PDE4B;PDE4D;RYR2
Oligodendrocytes,4,prerank,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),0.5948427393427679,1.82946472095193,0.0018281535648994,0.0208285031168153,0.181,23/60,17.38%,CADM2;NLGN1;IL1RAPL1;CDH13;PTPRM;PTPRD;TENM3;CLDN11;CLDN5;ROBO1;KIRREL3;PTPRT;CDH9;CADM1;TGFBR2;SDK1;CDH6;NTNG1;PECAM1;CD84;LRRC4C;FAT4;ITGAM
Oligodendrocytes,4,prerank,Cellular Respiration (GO:0045333),0.7154842072695846,2.1052170645982184,0.0,0.0,0.0,34/49,15.81%,NDUFA4;UQCRFS1;COX6C;NDUFA1;UQCRH;NDUFC1;NDUFAB1;CYCS;NDUFC2;COX7A2;NDUFA11;NDUFB3;UQCR10;COX7B;COX5A;NDUFA13;NDUFB4;NDUFS6;NDUFA6;COX6B1;COX8A;NDUFB1;NDUFA12;NDUFS5;NDUFA8;COX7C;NDUFA2;NDUFA7;UQCRQ;NDUFB7;MTLN;NDUFB2;NDUFB10;NDUFB9
Oligodendrocytes,4,prerank,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),0.7337686406354025,1.989558077894933,0.0,0.0001346670460138,0.001,25/31,20.58%,UQCRFS1;NDUFA1;NDUFC1;NDUFAB1;NDUFC2;COX17;PET100;COX14;NDUFA11;NDUFB3;NDUFA13;NDUFB4;NDUFA6;NDUFB1;NDUFS5;NDUFA8;NDUFA2;NDUFB7;NDUFB2;NDUFB10;NDUFB9;SCO2;PET117;NDUFB11;UQCC3
Oligodendrocytes,4,prerank,Aerobic Electron Transport Chain (GO:0019646),0.751908670239891,2.112439681633387,0.0,0.0,0.0,30/40,15.81%,NDUFA4;UQCRFS1;COX6C;NDUFA1;UQCRH;NDUFC1;NDUFAB1;CYCS;NDUFC2;COX7A2;NDUFB3;UQCR10;COX7B;COX5A;NDUFB4;NDUFS6;NDUFA6;COX6B1;COX8A;NDUFB1;NDUFS5;NDUFA8;COX7C;NDUFA2;NDUFA7;UQCRQ;NDUFB7;NDUFB2;NDUFB10;NDUFB9
Oligodendrocytes,4,prerank,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),0.7543112952715789,2.130655114401557,0.0,0.0,0.0,31/41,15.81%,NDUFA4;UQCRFS1;COX6C;NDUFA1;UQCRH;NDUFC1;NDUFAB1;CYCS;NDUFC2;COX7A2;NDUFB3;UQCR10;COX7B;COX5A;NDUFB4;NDUFS6;NDUFA6;COX6B1;COX8A;NDUFB1;NDUFA12;NDUFS5;NDUFA8;COX7C;NDUFA2;NDUFA7;UQCRQ;NDUFB7;NDUFB2;NDUFB10;NDUFB9
Oligodendrocytes,4,prerank,Aerobic Respiration (GO:0009060),0.7562014382275524,2.011918630109731,0.0,0.0001539051954444,0.001,23/30,15.81%,NDUFA1;UQCRH;NDUFC1;NDUFAB1;NDUFC2;NDUFA11;NDUFB3;NDUFA13;NDUFB4;NDUFS6;NDUFA6;NDUFB1;NDUFA12;NDUFS5;NDUFA8;NDUFA2;NDUFA7;ATP5F1D;CHCHD10;NDUFB7;NDUFB2;NDUFB10;NDUFB9
Oligodendrocytes,4,prerank,Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),0.773903240861495,1.9182294765970715,0.0,0.0024484917457071,0.022,17/21,15.81%,NDUFA1;NDUFC1;NDUFAB1;NDUFC2;NDUFA11;NDUFB3;NDUFA13;NDUFB4;NDUFA6;NDUFB1;NDUFS5;NDUFA8;NDUFA2;NDUFB7;NDUFB2;NDUFB10;NDUFB9
Oligodendrocytes,4,prerank,NADH Dehydrogenase Complex Assembly (GO:0010257),0.773903240861495,1.9182294765970715,0.0,0.0024484917457071,0.022,17/21,15.81%,NDUFA1;NDUFC1;NDUFAB1;NDUFC2;NDUFA11;NDUFB3;NDUFA13;NDUFB4;NDUFA6;NDUFB1;NDUFS5;NDUFA8;NDUFA2;NDUFB7;NDUFB2;NDUFB10;NDUFB9
Oligodendrocytes,4,prerank,Oxidative Phosphorylation (GO:0006119),0.8020757899058415,2.18385651168649,0.0,0.0,0.0,31/35,15.81%,ATP5F1B;ATP5PF;NDUFA1;UQCRH;NDUFC1;NDUFAB1;NDUFC2;ATP5PD;ATP5MF;NDUFA11;NDUFB3;ATP5ME;NDUFA13;NDUFB4;NDUFS6;ATP5MG;NDUFA6;NDUFB1;NDUFA12;NDUFS5;NDUFA8;ATP5F1E;NDUFA2;NDUFA7;ATP5F1D;CHCHD10;NDUFB7;NDUFB2;ATP5PO;NDUFB10;NDUFB9
