cell_type,comp,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
Excitatory Neurons,6,prerank,RNA Binding (GO:0003723),0.7001848163962243,1.9546301882699937,0.0,0.0,0.0,82/219,7.67%,RALYL;KHDRBS2;RPL37A;RBFOX1;RPS27A;RPL38;RPL26;RPL9;RPS21;RPL24;RPL34;RPS24;RPL36;RPS14;RPS3A;RPL21;RPL32;RPL35;RPL39;RPL41;RPL7;RPS27;RPS18;RPS23;RPL6;RPS15;RPL37;RPS4X;FAU;RPL35A;RPL23A;RPL17;RPL10;RPL11;RPL27A;RPL19;RPS6;RPL30;RPL13A;RPS13;RPS7;RPL14;RPL3;RPS3;RPS19;RPS25;RPL13;RPL27;RPS11;RPS8;HSPA8;RPL31;RPS10;RPS9;RPL8;RPL18;RPS16;RPL7A;RPL10A;RPL5;CELF2;EEF1A1;RPL18A;RPS28;RPS5;RPL12;RPSA;RPL36AL;RPL29;RPS15A;RPL22;RPL15;TPT1;PPIA;RPL28;PARK7;NCL;SRP14;PRDX1;RPS17;RPL4;RPS20
Excitatory Neurons,6,prerank,Proton Transmembrane Transporter Activity (GO:0015078),0.808311895479618,1.6451119472778777,0.0063391442155309,0.0282450168031697,0.213,12/18,13.76%,UQCRB;COX4I1;COX7C;COX5B;COX6B1;COX8A;COX7A1;COX5A;UQCRH;UQCR10;COX7B;ATP6V1F
Excitatory Neurons,6,prerank,NADH Dehydrogenase (Quinone) Activity (GO:0050136),0.8139486902623557,1.679144651021757,0.0031055900621118,0.0163193430418313,0.098,16/20,14.72%,NDUFA4;NDUFS5;NDUFB2;NDUFB10;NDUFB8;NDUFB4;NDUFB3;NDUFA12;NDUFB1;NDUFS6;NDUFB9;NDUFB7;NDUFA2;NDUFA3;NDUFC1;NDUFA8
Excitatory Neurons,6,prerank,NADH Dehydrogenase (Ubiquinone) Activity (GO:0008137),0.8310611812798968,1.7016052181970711,0.0015503875968992,0.0135994525348594,0.054,16/19,14.72%,NDUFA4;NDUFS5;NDUFB2;NDUFB10;NDUFB8;NDUFB4;NDUFB3;NDUFA12;NDUFB1;NDUFS6;NDUFB9;NDUFB7;NDUFA2;NDUFA3;NDUFC1;NDUFA8
Excitatory Neurons,6,prerank,Oxidoreduction-Driven Active Transmembrane Transporter Activity (GO:0015453),0.8313567352274859,1.8723532838997403,0.0,0.0,0.0,28/33,14.72%,NDUFA4;UQCRB;COX4I1;NDUFS5;COX7C;COX5B;NDUFB2;COX6B1;COX8A;COX7A1;NDUFA1;COX5A;NDUFB10;NDUFB8;UQCRH;UQCR10;NDUFB4;NDUFB3;NDUFA12;NDUFB1;NDUFS6;NDUFB9;COX7B;NDUFB7;NDUFA2;NDUFA3;NDUFC1;NDUFA8
Excitatory Neurons,6,prerank,Active Monoatomic Ion Transmembrane Transporter Activity (GO:0022853),0.8675011193878368,1.6985939624936517,0.0,0.0120512071693524,0.06,11/15,10.74%,UQCRB;COX4I1;COX7C;COX5B;COX6B1;COX8A;COX7A1;COX5A;UQCRH;UQCR10;COX7B
Excitatory Neurons,6,prerank,rRNA Binding (GO:0019843),0.8807381760343631,1.7098870910930912,0.0,0.0145060827038501,0.044,9/14,5.33%,RPS14;RPL17;RPL11;RPS13;RPS3;RPS9;RPL5;RPS5;RPL12
Excitatory Neurons,6,prerank,mRNA 5'-UTR Binding (GO:0048027),0.916375061983216,1.6785820554034905,0.0,0.0141075639482498,0.099,8/10,6.98%,RPL26;RPS14;RPS3A;RPL41;RPS13;RPS7;RPL5;NCL
Excitatory Neurons,7,prerank,Oxidoreduction-Driven Active Transmembrane Transporter Activity (GO:0015453),0.7505903184604454,1.792598219892894,0.0,0.008757303281335,0.009,26/33,17.30%,COX7C;NDUFB2;NDUFB8;UQCRH;NDUFA12;NDUFS6;NDUFA1;COX7A1;NDUFB3;NDUFB4;NDUFC1;NDUFS5;NDUFA4;NDUFA6;NDUFB1;COX7B;NDUFB9;COX5A;NDUFB10;UQCRB;COX6B1;NDUFB7;NDUFA8;UQCR10;COX4I1;NDUFA7
Excitatory Neurons,8,prerank,RNA Binding (GO:0003723),0.5296793993937393,1.939556153091545,0.0,0.0141332602725079,0.013,101/219,14.78%,HSP90AB1;EIF4A2;HSP90AA1;QKI;RALYL;RPL15;HSPA1B;ADARB2;RPL5;YWHAG;YWHAE;HSPA1A;RPL13;EEF1A1;RPL18;RPL31;EEF2;RPL4;HNRNPA1;PRDX1;NCL;PEBP1;RPL13A;RPL38;RPL11;RPL14;RPL7;CELF2;RPS25;RPL21;SAP18;TUBA1B;RPL37;RPS15;RPS23;RPS3;RPS24;RPL27;RPL17;RPL6;EIF1;RPS19;RPL3;RPL10;RPS27;TPT1;SRP14;RPL27A;RPS13;RPS20;RPL39;RPS8;FAU;RPL30;RPS16;KNOP1;RPL37A;RPL22;RPL23A;RPSA;RPS3A;RPS5;RPS7;RPS4X;RPS27A;RPS28;RPL28;RPS11;KRT18;FBL;RPL35A;RPL32;RPS15A;RBM42;SNU13;PPIA;RPLP0;RPL26;DSP;RPS14;RPL18A;RPS2;RPS21;POP7;RPL24;MRPS24;NOP10;RPL12;HSPE1;RPL9;RPS18;NHP2;RPS6;RPL7A;RPL22L1;RPL19;RPS17;CHCHD1;LSM4;RPL8;RPS9
Excitatory Neurons,8,prerank,Voltage-Gated Potassium Channel Activity (GO:0005249),0.770012510231105,1.8400729310626756,0.0,0.030150955248017,0.056,8/18,5.86%,KCNC2;KCNH7;KCNT2;KCND2;KCNK2;KCNB2;KCNH8;KCNQ5
Excitatory Neurons,9,prerank,Ligand-Gated Monoatomic Cation Channel Activity (GO:0099094),-0.9309252412873312,-1.6785024122399077,0.0,0.0273983904167508,0.021,5/12,2.32%,ASIC2;GRIK1;GRIK3;KCNH7;GRIK2
Excitatory Neurons,10,prerank,Cell Adhesion Mediator Activity (GO:0098631),-0.8926615486713441,-1.7893862339898052,0.0,0.0181634096332212,0.043,5/11,1.57%,LRRC4C;CNTN4;NTNG1;CNTN6;CNTN5
Excitatory Neurons,10,prerank,rRNA Binding (GO:0019843),-0.8228950721350825,-1.723530573230171,0.0,0.0286696955975354,0.131,10/14,11.35%,RPL17;RPL5;RPL11;RPS3;RPL12;RPS13;RPS14;RPS9;RPS5;RPLP0
Excitatory Neurons,10,prerank,Cell-Cell Adhesion Mediator Activity (GO:0098632),-0.7906279017770784,-1.8141319628975212,0.0,0.0220810077894062,0.025,10/21,11.90%,LRRC4C;CNTN4;NTNG1;CNTN6;PDLIM5;CNTN5;PDLIM1;ESAM;STXBP6;DSCAM
Excitatory Neurons,10,prerank,RNA Binding (GO:0003723),-0.5231141589279876,-1.7272587920751503,0.0,0.0356145286925906,0.124,89/219,14.78%,LGALS1;RPL37A;KHDRBS2;SAMD4A;RPL26;RPL17;RPS27A;RPL34;RPS21;RPL24;RPS23;RPL35A;RPS4X;RPL6;RPS18;RPL7;RPS10;RPL5;RPL11;RPL37;RPL3;RPL32;RPS3A;RPL9;RPL23A;RPL39;RPL27;RPS3;RPL36AL;RPL14;RPS7;RPL35;RPL12;RPL27A;RPL10A;RPL21;RPS6;RPS13;RPL38;RPL31;RPS14;RPL7A;RPS24;RPS25;RPL30;RPSA;FAU;RPL36;RPL19;RPL13;RPL18;RPS9;RPS19;RPS28;RPS5;RPL10;RPS15A;RPS8;RPS15;RBPMS2;RPL22;RPS16;RPS19BP1;MSI2;RPS26;RPL15;RPL8;RPL18A;RPL41;RPS27;TPT1;ARL6IP4;RPL29;MKRN3;RPS2;RPLP0;RPS20;ZCCHC24;RPL13A;RPS11;EEF1A1;MACF1;LSM4;ADARB2;PRDX1;SELENOH;TXN;EPPK1;MRPS24
Excitatory Neurons,11,prerank,Sodium Channel Activity (GO:0005272),-0.8796560753777553,-1.863661796144504,0.0,0.0056827540767583,0.004,5/10,5.58%,GRIK2;SCN1B;ASIC2;GRIK1;SCN10A
Excitatory Neurons,11,prerank,Phospholipase C Activity (GO:0004629),-0.8249824958651493,-1.763679397986092,0.0,0.044704332070499,0.1,9/11,13.12%,PLCB1;EDNRA;PLCG2;PLCE1;PLCL1;CHRM3;CHRM5;CCR1;PLCH1
Excitatory Neurons,11,prerank,Cell-Cell Adhesion Mediator Activity (GO:0098632),-0.7095436685466293,-1.7545420082584442,0.0,0.0383585900181189,0.114,11/21,14.13%,NTNG1;LRRC4C;CNTN4;PDLIM5;PDLIM1;CNN3;DSCAM;ESAM;TMOD3;PLXNB3;S100A11
Excitatory Neurons,12,prerank,RNA Binding (GO:0003723),0.5886850118147299,1.7342913575610468,0.0,0.0174051134741811,0.031,93/219,15.57%,CELF2;RPL26;QKI;RPS27A;RPL6;RPL37A;RPS24;RPS7;RPL7;RPL11;RPS25;RPL17;RALYL;RPL35A;RPL7A;RPL3;RPS4X;RPL36AL;RPL34;RPL32;RPL12;RPL10A;RPL38;RPS27;RPL24;RPL14;RPL37;RPL19;RPL5;RPS23;HSP90AA1;RPS3A;RPL39;RPS21;RPL9;FAU;RPL10;RPS18;RPS15A;RPL13;RPL41;RPL21;RPL22;RPS26;RPS3;RPL27A;TENT5A;RPS13;RPS15;RPL23A;RPL31;RPS14;RPS28;RPL35;RPL30;RPS19;RPS8;RPL27;RPL15;SELENOH;ADARB2;RPL18A;RPS20;RPS9;RPS6;RBPMS;ARL6IP4;RPS16;MRPS24;RPL18;RPL4;RPS10;RPS19BP1;TXN;RPS2;RPL13A;RPL29;HNRNPA1;HLA-A;TNS1;RPL22L1;NME1;RBPMS2;HSPA8;CHCHD1;RPS5;PARK7;MRPL20;NOP10;LGALS1;RPL8;BICC1;LSM4
Excitatory Neurons,12,prerank,Oxidoreduction-Driven Active Transmembrane Transporter Activity (GO:0015453),0.7595644662112853,1.7486772331565457,0.0,0.0196365382785633,0.017,27/33,20.10%,COX7C;COX7A1;NDUFB8;UQCRB;NDUFA12;NDUFS5;COX4I1;NDUFB2;NDUFB3;NDUFA8;NDUFA1;NDUFA6;NDUFC1;NDUFB1;NDUFB10;COX5A;COX6B1;UQCR10;NDUFS6;NDUFB4;COX5B;UQCRH;NDUFA4;NDUFB9;NDUFA7;COX7B;NDUFC2
Oligodendrocytes,1,prerank,RNA Binding (GO:0003723),0.6617304584770639,1.77727934841436,0.0,0.0056147151013097,0.005,118/219,19.90%,RALYL;RBFOX1;CELF2;TUBA1B;KHDRBS2;TMSB4X;RPL41;PKM;RPL3;RPL37A;YWHAG;RPL32;RPS18;RPS14;RPS21;EIF4A2;RPL34;RPS28;RPL13;TPT1;RPL37;RPL36;RPS23;RPL38;RPL9;RPL26;RPL15;RPS27A;EEF1A1;RPS24;RPL8;RPS19;RPL39;RPS15;RPL7A;RPS27;RPS4X;RPL35;RPS11;ZFP36L1;RPL14;PPIA;RPL24;RPL35A;RPS3A;HSP90AB1;RPL21;EEF2;RPSA;RPL23A;RPL13A;RPL27;RPL19;RPS2;RPL18A;RPL17;RPL7;RPL27A;RPL18;PEBP1;RPL31;RPS25;RPL29;RPL4;RPS7;RBM47;RPL5;VIM;RPL10;RPL10A;HSPB1;RPS20;RPS16;RPS8;RPL6;RPL22;RPL30;RPS3;EIF1;SNU13;FAU;RPS6;RPS5;RPS10;RPS13;EZR;RPL28;AHNAK;HSPA8;SRP14;RPS17;SAMSN1;RPL12;BICC1;SELENOH;RPL11;LGALS1;RPS15A;SAP18;KCTD12;RBPMS;ARL6IP4;EDF1;TFRC;RPL36AL;SLC25A5;PARK7;RPS9;HNRNPA1;LGALS3;YWHAE;RPS26;DCN;NHP2;MRPS24;RPLP0;YBX3;LSM4
Oligodendrocytes,1,prerank,Oxidoreduction-Driven Active Transmembrane Transporter Activity (GO:0015453),0.7321824389912799,1.6987851564185514,0.0,0.0168441453039292,0.026,31/33,25.26%,NDUFA4;UQCRH;COX7C;UQCRB;COX4I1;COX8A;UQCR10;NDUFB8;NDUFS5;COX5B;COX6B1;NDUFA1;COX7B;COX7A1;NDUFA3;NDUFC2;NDUFB1;NDUFC1;NDUFB10;NDUFA8;NDUFB2;COX5A;NDUFA12;NDUFB4;NDUFA2;NDUFB3;NDUFB9;NDUFS6;NDUFB7;NDUFA7;NDUFA6
Oligodendrocytes,1,prerank,Ligand-Gated Monoatomic Cation Channel Activity (GO:0099094),0.8365635273589309,1.634721575610474,0.0012820512820512,0.0395275943132206,0.138,5/12,1.90%,CLU;ASIC2;KCNH7;GRIK2;GRIK1
Oligodendrocytes,1,prerank,Transmembrane Receptor Protein Tyrosine Kinase Activator Activity (GO:0030297),0.9091673084435848,1.6535188866774324,0.0,0.0303194615470726,0.087,3/8,1.18%,NRG1;NRG3;EFNA5
Oligodendrocytes,1,prerank,Syntaxin Binding (GO:0019905),0.9144628462604636,1.656639559871441,0.0,0.0385543770289936,0.084,6/8,4.88%,SYT1;SNAP25;STXBP5L;UNC13C;NSF;VAMP2
Oligodendrocytes,2,prerank,Ubiquitin-Protein Transferase Inhibitor Activity (GO:0055105),-0.9658671586715868,-1.709370562148393,0.0,0.013822736823644,0.175,7/7,3.56%,RPS15;RPL11;RPL37;RPL17;RPS7;RPL5;RPS20
Oligodendrocytes,2,prerank,Ubiquitin Ligase Inhibitor Activity (GO:1990948),-0.9658671586715868,-1.709370562148393,0.0,0.013822736823644,0.175,7/7,3.56%,RPS15;RPL11;RPL37;RPL17;RPS7;RPL5;RPS20
Oligodendrocytes,2,prerank,Tau Protein Binding (GO:0048156),-0.9333702473237356,-1.768386514429199,0.0,0.0053066823091477,0.057,9/9,6.84%,HSP90AA1;HSP90AB1;MAP2;PIN1;STUB1;S100B;MAP1A;CLU;APOE
Oligodendrocytes,2,prerank,mRNA 5'-UTR Binding (GO:0048027),-0.9305513310863012,-1.8447325512833928,0.0,0.0014698906964258,0.014,8/10,6.93%,RPL41;RPS14;RPL26;RPS3A;RPS7;RPL5;RPS13;NCL
Oligodendrocytes,2,prerank,Cytochrome-C Oxidase Activity (GO:0004129),-0.9093726300677504,-1.7632935085195884,0.0,0.0062365362405497,0.07,8/9,8.59%,COX7C;COX4I1;COX5B;COX8A;COX7A1;COX6B1;COX7B;COX5A
Oligodendrocytes,2,prerank,rRNA Binding (GO:0019843),-0.9029142186573148,-1.905949149783139,0.0,0.0003079770982987,0.002,10/14,4.51%,RPS9;RPS14;RPL11;RPS3;RPL17;RPS5;RPL5;RPLP0;RPS13;RPL12
Oligodendrocytes,2,prerank,NADH Dehydrogenase (Ubiquinone) Activity (GO:0008137),-0.9001479289940828,-2.06475343682444,0.0,0.0,0.0,19/19,10.32%,NDUFA4;NDUFS5;NDUFB8;NDUFB7;NDUFB2;NDUFB9;NDUFA3;NDUFB10;NDUFB1;NDUFS6;NDUFC2;NDUFA2;NDUFA8;NDUFC1;NDUFA7;NDUFA12;NDUFB4;NDUFB3;NDUFA6
Oligodendrocytes,2,prerank,Oxidoreduction-Driven Active Transmembrane Transporter Activity (GO:0015453),-0.8881490332008357,-2.3079155947244003,0.0,0.0,0.0,31/33,10.32%,NDUFA4;COX7C;UQCRB;COX4I1;UQCRH;NDUFS5;COX5B;NDUFB8;COX8A;NDUFB7;UQCR10;NDUFB2;COX7A1;NDUFB9;NDUFA3;COX6B1;NDUFA1;NDUFB10;NDUFB1;NDUFS6;COX7B;NDUFC2;NDUFA2;NDUFA8;COX5A;NDUFC1;NDUFA7;NDUFA12;NDUFB4;NDUFB3;NDUFA6
Oligodendrocytes,2,prerank,NADH Dehydrogenase (Quinone) Activity (GO:0050136),-0.8872997117166151,-2.0689932385199348,0.0,0.0,0.0,19/20,10.32%,NDUFA4;NDUFS5;NDUFB8;NDUFB7;NDUFB2;NDUFB9;NDUFA3;NDUFB10;NDUFB1;NDUFS6;NDUFC2;NDUFA2;NDUFA8;NDUFC1;NDUFA7;NDUFA12;NDUFB4;NDUFB3;NDUFA6
Oligodendrocytes,2,prerank,Active Monoatomic Ion Transmembrane Transporter Activity (GO:0022853),-0.871888501519954,-1.9472902046364104,0.0,0.0003593066146818,0.002,11/15,8.59%,COX7C;UQCRB;COX4I1;UQCRH;COX5B;COX8A;UQCR10;COX7A1;COX6B1;COX7B;COX5A
Oligodendrocytes,2,prerank,Proton Transmembrane Transporter Activity (GO:0015078),-0.8703383998809417,-2.0325060216800943,0.0,0.0,0.0,12/18,8.59%,COX7C;UQCRB;COX4I1;UQCRH;COX5B;COX8A;UQCR10;ATP6V1F;COX7A1;COX6B1;COX7B;COX5A
Oligodendrocytes,2,prerank,Actin Monomer Binding (GO:0003785),-0.8507201970174388,-1.6443053758355954,0.0083857442348008,0.0330382432199988,0.413,3/9,4.00%,TMSB4X;TMSB10;PFN2
Oligodendrocytes,2,prerank,Copper Ion Binding (GO:0005507),-0.7957606739519298,-1.847044260958476,0.0,0.0015090877816638,0.013,9/20,8.27%,MT3;SNCB;SOD1;SNCG;ATOX1;PARK7;CUTA;COX17;S100A13
Oligodendrocytes,2,prerank,MHC Class II Protein Complex Binding (GO:0023026),-0.7786754342932314,-1.7727684262410126,0.0,0.0053895992202281,0.053,17/18,22.19%,HSP90AA1;HSP90AB1;YWHAE;PKM;CD81;HSPA8;ATP1B1;B2M;HLA-DRB1;CD4;HLA-DPA1;HLA-DRA;CD74;HLA-DMB;HLA-DQA1;HLA-DOA;HLA-DRB5
Oligodendrocytes,2,prerank,RNA Binding (GO:0003723),-0.7534028787809564,-2.5570282550680474,0.0,0.0,0.0,114/219,9.40%,RPL37A;RPS27;TMSB4X;RPL13;RPS28;RPL34;EEF1A1;RPL18;PEBP1;RPL41;RPS18;RPL9;RPL38;FAU;RPL3;RPL10;RPL21;RPS21;RPS19;RPS9;RPL36;RPS14;RPS15;RPS27A;RPL26;RPL32;RPL11;RPL35;RPL30;RPL13A;RPL24;RPS23;RPL37;EIF1;HSP90AA1;RPS16;RPL27A;RPL28;HSP90AB1;RPSA;RPL15;RPL19;RPL35A;RPS2;RPS3A;RPS24;RPL18A;RPS3;YWHAG;RPL7A;RPS11;RPS4X;RPL23A;RPL17;RPL27;RPS25;RPL14;RPL7;RPS8;RPS5;YWHAE;RPS7;RPL29;RPL8;TPT1;RPS6;RPL39;RPS10;EEF2;TUBA1B;EIF4A2;RPS15A;RPL31;PRDX1;SRP14;RPL10A;PPIA;RPL6;RPL5;RPLP0;RPL4;RPS20;RPS13;RPL22;PKM;RPL36AL;ARL6IP4;HSPE1;RPL12;RPS26;RPS17;HSPA8;EDF1;RPS19BP1;HNRNPA1;SNU13;PARK7;SELENOH;SAP18;NCL;LGALS1;MRPS24;NHP2;LSM4;TXN;EIF3G;MRPL20;SLC25A5;KCTD12;HSPB1;CSRP1;ALDH6A1;SNRPD2;SF3B5
Oligodendrocytes,2,prerank,Ubiquitin Protein Ligase Binding (GO:0031625),-0.6621455079631284,-1.882690386747345,0.0,0.0008084398830342,0.006,27/52,9.73%,RPS27A;RPL11;HSP90AA1;HSP90AB1;UBB;RPL17;UCHL1;YWHAE;ATP6V0C;TUBA1B;UBA52;ACTG1;RPL5;GABARAP;TPI1;ELOB;STUB1;PINK1;NEDD8;HSPA8;TUBB2A;GABARAPL2;MAP1LC3A;CLU;BAG1;SLC25A5;LAPTM5
Oligodendrocytes,2,prerank,Ubiquitin-Like Protein Ligase Binding (GO:0044389),-0.6585206195157647,-1.8811999238085864,0.0,0.0007186132293637,0.006,27/55,9.73%,RPS27A;RPL11;HSP90AA1;HSP90AB1;UBB;RPL17;UCHL1;YWHAE;ATP6V0C;TUBA1B;UBA52;ACTG1;RPL5;GABARAP;TPI1;ELOB;STUB1;PINK1;NEDD8;HSPA8;TUBB2A;GABARAPL2;MAP1LC3A;CLU;BAG1;SLC25A5;LAPTM5
Oligodendrocytes,2,prerank,mRNA Binding (GO:0003729),-0.6202702679976879,-1.6669916595250955,0.0096385542168674,0.0253910007708528,0.323,18/41,6.93%,RPL41;RPS14;RPL26;RPL35;RPL13A;RPL24;RPS2;RPS3A;RPS3;RPL7;RPS5;RPS7;RPL5;RPS13;PKM;RPS26;PARK7;NCL
Oligodendrocytes,2,prerank,GTP Binding (GO:0005525),-0.6051950052153168,-1.6466787771945994,0.0024937655860349,0.0337559109056397,0.406,14/44,12.73%,EEF1A1;TUBB4A;TUBA1B;TUBA1A;ARL2;TUBA4A;TUBB2A;HRAS;TUBB2B;RAB13;NME1;SEPTIN4;RAB31;RHOC
Oligodendrocytes,2,prerank,Guanyl Ribonucleotide Binding (GO:0032561),-0.5855812491131663,-1.618200122097356,0.005050505050505,0.0475311321707743,0.555,15/47,12.73%,EEF1A1;TUBB4A;TUBA1B;TUBA1A;ARL2;NME2;TUBA4A;TUBB2A;HRAS;TUBB2B;RAB13;NME1;SEPTIN4;RAB31;RHOC
Oligodendrocytes,2,prerank,Transition Metal Ion Binding (GO:0046914),-0.553971990394103,-1.7230752271407463,0.0,0.0127913154826749,0.146,25/96,9.14%,FTH1;FTL;RPS27;MT3;RPS29;SNCB;SOD1;MT1X;MT1E;MT1G;SOD2;S100B;MT2A;ATOX1;MT1M;CRIP2;PARK7;MT1F;CUTA;TIMM13;POLR2L;COX17;S100A13;EGR1;CSRP1
Oligodendrocytes,4,prerank,Oxidoreduction-Driven Active Transmembrane Transporter Activity (GO:0015453),0.7489259677972034,2.0421437983393864,0.0,0.0,0.0,25/33,15.81%,NDUFA4;NDUFA1;UQCRH;NDUFC1;NDUFC2;NDUFB3;UQCR10;COX7B;COX5A;NDUFB4;NDUFS6;NDUFA6;COX6B1;COX8A;NDUFB1;NDUFA12;NDUFS5;NDUFA8;COX7C;NDUFA2;NDUFA7;NDUFB7;NDUFB2;NDUFB10;NDUFB9
Oligodendrocytes,4,prerank,NADH Dehydrogenase (Quinone) Activity (GO:0050136),0.7862498378420688,1.9514356343629309,0.0,0.000331985948919,0.001,17/20,15.81%,NDUFA4;NDUFC1;NDUFC2;NDUFB3;NDUFB4;NDUFS6;NDUFA6;NDUFB1;NDUFA12;NDUFS5;NDUFA8;NDUFA2;NDUFA7;NDUFB7;NDUFB2;NDUFB10;NDUFB9
Oligodendrocytes,4,prerank,Cysteine-Type Peptidase Activity (GO:0008234),0.806185915398016,1.79995131798289,0.0,0.0161843150098025,0.054,4/13,3.13%,UCHL1;SFRP1;HINT1;CAPN3
Oligodendrocytes,4,prerank,NADH Dehydrogenase (Ubiquinone) Activity (GO:0008137),0.8138283452371983,1.984639905718984,0.0,0.0,0.0,17/19,15.81%,NDUFA4;NDUFC1;NDUFC2;NDUFB3;NDUFB4;NDUFS6;NDUFA6;NDUFB1;NDUFA12;NDUFS5;NDUFA8;NDUFA2;NDUFA7;NDUFB7;NDUFB2;NDUFB10;NDUFB9
Oligodendrocytes,4,prerank,Cysteine-Type Endopeptidase Activity (GO:0004197),0.8362732541148046,1.7428331805382042,0.0,0.0332649920816864,0.135,4/10,4.31%,UCHL1;SFRP1;CAPN3;CAPNS1
Oligodendrocytes,5,prerank,RNA Binding (GO:0003723),0.6025507656303272,1.936183045308962,0.0,0.0,0.0,103/219,15.26%,RBFOX1;CSRP1;TUBA1B;PEBP1;EIF1;RPL10;RPL15;EEF1A1;SRP14;FAU;RPL18;RPS27;EIF4A2;RPS9;RPS28;NCL;RPS3;RPS8;RPL21;CELF2;RPS15;RPS15A;RPS2;YWHAG;RPL19;RPLP0;HSPE1;RPL28;RPSA;RPL22;SF3B5;RPL27A;RALYL;HSP90AB1;RPL30;RPS27A;RPS19;RPL29;POLR2G;PRDX1;RPL7A;RPS14;RPL18A;RPL11;RPL13;RPS25;RPL13A;EEF2;RPS13;RPL10A;RPS5;RPL3;RPS18;RPL41;RPL5;RPL22L1;RPS16;MRPL40;SNRPG;RPS6;RPL23A;RPL38;RPS10;YWHAE;RPS26;RPS7;RPL26;NUDT1;RPL14;ALDH6A1;TMSB4X;MRPL20;TXN;ARL6IP4;HLA-A;RPS4X;MRPS12;RPS11;EDF1;RPL17;ZFP36L2;HSPA8;ALYREF;MRPS24;RPL32;MRPL54;RBM42;HSD17B10;YBX3;RPS19BP1;RPS23;PPIA;PFN1;RPL35A;RPL36AL;SAP18;LSM4;HNRNPA1;NHP2;CAVIN1;NOP10;RPL6;RPL12
Oligodendrocytes,6,prerank,Histone Deacetylase Binding (GO:0042826),-0.8075653888745685,-1.951289461992684,0.0,0.0214956245027844,0.009,8/20,4.31%,HSPA1A;HSP90AA1;HSP90AB1;HSPA1B;NACC2;HEY2;YWHAB;YWHAE
Oligodendrocytes,6,prerank,G Protein-Coupled Receptor Binding (GO:0001664),-0.6631157794584442,-1.9404241183771889,0.0,0.0130509148766905,0.012,6/46,5.23%,HSPA1A;HSPA1B;GPRC5B;HOMER1;SFRP1;HSPA8
Oligodendrocytes,7,prerank,RNA Binding (GO:0003723),0.7173447010294327,2.228492449539464,0.0,0.0,0.0,93/219,9.10%,CSRP1;EEF1A1;RPS27;RPL13;EEF2;RPS16;RPL18;RPS28;RPSA;RPS18;HSP90AA1;RPL23A;FAU;RPS19;RPL21;EIF1;RPS27A;RPS21;RPS15;RPS23;RPL13A;RPS9;RPL30;RPL37A;RPL11;RPS3;RPL18A;RPL15;RPL19;RPL3;RPS6;RPL10;RPL35;RPS2;ADARB2;RPL41;PRDX1;RPL27A;RPL38;RPL26;RPL28;RPS7;RPS15A;RPS5;RPS14;RPL9;ZCCHC24;RPLP0;HSPA1A;RPS10;TPT1;RPS8;RPS25;RPL32;RPS11;PEBP1;RPL37;ALDH6A1;RPL8;RPL7A;CAVIN1;RPS13;RPL10A;RPL36;RPS24;RPL29;RPL35A;ZFP36L2;RPL39;SRP14;RPL36AL;RPL22;RPS3A;RPL34;RPS4X;RPL27;TMSB4X;RPL17;RPS26;RPL14;HSP90AB1;RPL7;RPS19BP1;HSPE1;RPL24;QKI;RPL6;NUDT1;POLR2G;RPL4;RPL12;RPS17;RPS20
Oligodendrocytes,7,prerank,Protein Kinase Activator Activity (GO:0030295),0.7389904170672463,1.7332295510380282,0.0028248587570621,0.0489305608892072,0.17,7/23,5.05%,GPRC5B;RGCC;RPLP1;MT3;ERBB3;CALM2;CALM1
Oligodendrocytes,7,prerank,Protein Kinase Regulator Activity (GO:0019887),0.7951423486185276,1.8415179266914647,0.0,0.0055920641016236,0.015,6/20,4.05%,GPRC5B;RGCC;RPLP1;MT3;CDKN1C;CCNI
Oligodendrocytes,7,prerank,rRNA Binding (GO:0019843),0.8822137135362977,1.8797471229424667,0.0,0.0032620373926138,0.005,12/14,10.82%,RPS9;RPL11;RPS3;RPS5;RPS14;RPLP0;CAVIN1;RPS13;TST;RPL17;RPL12;RPL5
Oligodendrocytes,8,prerank,NADH Dehydrogenase (Quinone) Activity (GO:0050136),-0.8228820014662421,-1.7435390500957488,0.0,0.0133950563893516,0.023,18/20,13.84%,NDUFA4;NDUFB2;NDUFS6;NDUFA7;NDUFS5;NDUFC1;NQO1;NDUFB3;NDUFB7;NDUFB10;NDUFA12;NDUFA3;NDUFB4;NDUFA2;NDUFC2;NDUFB1;NDUFA8;NDUFA6
Oligodendrocytes,8,prerank,NADH Dehydrogenase (Ubiquinone) Activity (GO:0008137),-0.8202517695232121,-1.7229794595241426,0.0013037809647979,0.0154558342954057,0.042,17/19,13.84%,NDUFA4;NDUFB2;NDUFS6;NDUFA7;NDUFS5;NDUFC1;NDUFB3;NDUFB7;NDUFB10;NDUFA12;NDUFA3;NDUFB4;NDUFA2;NDUFC2;NDUFB1;NDUFA8;NDUFA6
