id,Tau binding,Amyloid-beta binding,Calcium homeostasis,Zinc ion binding,mRNA binding,rRNA binding,Ubiquitin regulation,Oxidoreduction,NADH dehydrogenase,Camptothecin,Dactinomycin,Niclosamide,Parthenolide,Teniposide
EPN2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
STC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NHP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CADM1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL1B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EBI3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SNRPD2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ZFHX4,False,False,False,False,False,False,False,False,False,True,False,True,False,True
PMP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EMP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC7A5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CDH19,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GFRA1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IFITM3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
C7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
STMN2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CHD7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MYLPF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PRDX1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LCP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GNLY,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SDC4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HIST1H4J,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DNAJB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL15A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IQGAP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
JUNB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ITGB7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC14A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BLOC1S1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DDIT4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
APOB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IFI35,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HSPA2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
POU2AF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL10RA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VNN2,False,False,False,False,False,False,False,False,False,True,True,False,True,False
KRT5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LPP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SMPX,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ATF3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IGFBP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CYTL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MS4A3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ATP8B4,False,False,False,False,False,False,False,False,False,True,True,True,True,False
MYO1E,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ALDH6A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SH3BP4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
APOBEC3A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HSPB8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RIN2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FOLR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LTBP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FTL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
QDPR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD83,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL8A2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MYBPC2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SELENBP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NCF4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IFI44L,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL1A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PROM1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CYBA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PEBP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CX3CR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MRPL20,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HOXD1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLAU,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CUX2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NOP16,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD14,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RGS16,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DDC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL13RA1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GPX4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MPO,False,False,False,False,False,False,False,False,False,True,True,True,True,True
APOC2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SF3B5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FA2H,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TMEM100,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EXOSC4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IGLL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VEGFA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
APOL3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL11,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ELF4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CCDC85B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TMEM176B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPS4Y1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PRF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AP2S1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CHMP2A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IFITM2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KLK10,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CXCL10,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IRF7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NR2F2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC25A6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL39L,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SNRNP25,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ABCA8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SERPINB7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LTB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
STXBP6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LGALS4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TCF7L2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SYNE2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TMEM30B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FLNA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ITK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MIF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PKMYT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD81,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PTPRZ1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FLT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NFE2,False,False,False,False,False,False,False,False,False,True,False,False,True,True
LGALS9,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CHRM3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
DLC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GLUL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MKI67,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TFRC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MYD88,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PRUNE2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL28,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CRABP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ZCCHC24,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CYBB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MZT2B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD34,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ENO3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC16A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GADD45B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ST6GAL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LAMA3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
STC2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KRT19,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC22A3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FOXC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SCNN1B,False,False,False,False,False,False,False,False,False,True,False,False,True,True
LY86,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FERMT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PECAM1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NOP10,False,False,False,False,False,False,False,False,False,True,False,False,True,True
SLC17A9,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EGFL6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PRR13,False,False,False,False,False,False,False,False,False,True,True,False,False,False
CD24,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC4A4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EMX2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LMOD1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VNN1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ABCC4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CDK19,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HS3ST2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NUPR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DYNLL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPS8,False,False,False,False,False,False,False,False,False,True,False,False,True,True
CAMK2N1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MMP11,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CDK18,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ISLR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RRAS,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ZC3HAV1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CLEC5A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SRP14,False,False,False,False,False,False,False,False,False,True,True,False,True,False
SEMA5A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NPR1,False,False,False,False,False,False,False,False,False,True,True,True,True,False
SULF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MAB21L1,False,False,False,False,False,False,False,False,False,True,False,True,True,True
PRSS8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TSPO,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SOX10,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MARCH3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AKR1D1,False,False,False,False,False,False,False,False,False,True,True,True,False,False
FMO2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MAP3K8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FKBP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD9,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SASH3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TRAF3IP3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PDGFD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LYPD3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SERPINA5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LYN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AQP3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GPRC5B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RASSF2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HEBP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ZNHIT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KRT7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TGFBR2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TMEM123,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GATA6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PDZD2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AASS,False,False,False,False,False,False,False,False,False,True,False,True,True,True
GDF15,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SIX1,False,False,False,False,False,False,False,False,False,True,False,True,True,True
PPDPF,False,False,False,False,False,False,False,False,False,True,False,True,True,False
PHLPP1,False,False,False,False,False,False,False,False,False,True,False,True,True,False
CKB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SOCS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CFI,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PYCARD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CLDND1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MEG3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EDNRB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SPR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TSPAN8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SCAND1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PID1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GPR183,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DLEU1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CXCL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CYP11A1,False,False,False,False,False,False,False,False,False,True,False,True,False,False
EDN3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD93,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RNASE4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PCSK1N,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MAP7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CISH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HGF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BTK,False,False,False,False,False,False,False,False,False,True,False,True,False,True
SYNPO,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TOX,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BMP6,False,False,False,False,False,False,False,False,False,True,False,False,True,True
PRPH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ETS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CLEC2B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ARPP19,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LDB3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PDLIM4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL33,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SNAP25,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RGS10,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC2A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SYNDIG1,False,False,False,False,False,False,False,False,False,True,True,False,True,True
PCK1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CREB5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SRPX2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GAP43,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NPM3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
APOH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
S100P,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL27A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPS11,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LMCD1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FGF14,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TOX3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EIF1AY,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KYNU,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BUD31,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TPD52L1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PDK4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
OPLAH,False,False,False,False,False,False,False,False,False,True,False,True,True,True
AREG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ALAS2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SASH1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PIK3R3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL1A2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HIST2H2BE,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CFH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PFN1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PTN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FAM107A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SOCS3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TAL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AURKB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MPZL2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COBLL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MSN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PBX3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SERPINA3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EIF4A2,False,False,False,False,False,False,False,False,False,True,False,True,True,True
SUCLG2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
OGN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IGF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TM4SF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HBD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL26L1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FTH1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AQP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DDAH2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SPON1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NDRG2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TLR1,False,False,False,False,False,False,False,False,False,True,True,False,False,False
EIF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CLDN5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ALDH1L1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
RPL36AL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PKP3,False,False,False,False,False,False,False,False,False,True,True,False,True,True
DSP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BLNK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC7A11,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PHACTR1,False,False,False,False,False,False,False,False,False,True,True,True,True,False
HLA-DPA1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HLA-E,False,False,False,False,False,False,False,False,False,True,True,True,True,True
C3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GPX7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CHN1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HIST1H1C,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SEMA3C,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GINS2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EVI2A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TPSB2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC11A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CHI3L2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ATP1B1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VEGFC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DCT,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TUBA4A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DLX2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RNASE1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DHRS9,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HSD17B10,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLTP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DDR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
OLFM4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EPS8L1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NMB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EMP3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DSTN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NR0B1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CCND1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
UGT8,False,False,False,False,False,False,False,False,False,True,True,True,True,False
FABP6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL5A2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LSM4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TRBC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MID1IP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RIN3,False,False,False,False,False,False,False,False,False,True,False,False,True,True
IFI27,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MCM2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LRP4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLCE1,False,False,False,False,False,False,False,False,False,True,True,False,True,False
HLA-B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BAMBI,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ADAM28,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NTS,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TRIP6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PITPNC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CCL5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DOCK10,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ATP1A2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ITGB4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
UCP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ZHX2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL7R,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD96,False,False,False,False,False,False,False,False,False,True,True,True,True,False
EFS,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ELMO1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PMAIP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CLDN3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TAGLN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LMO2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL13RA2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AHCYL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TYROBP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GAPDH,False,False,False,False,False,False,False,False,False,True,False,False,True,True
PLIN2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC2A3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SURF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD44,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AKR1C2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NEAT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GATA2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EFEMP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SFRP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SIK3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD52,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KCNQ1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
APRT,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FABP7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ZNF804A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SELPLG,False,False,False,False,False,False,False,False,False,True,False,False,True,False
NAA38,False,False,False,False,False,False,False,False,False,True,True,True,True,True
UBL5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CCR5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CHMP4A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EREG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LDB2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ASCL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LUM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TRAC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLBD1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SCEL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PAX5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PSTPIP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KIF14,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RHBDF2,False,False,False,False,False,False,False,False,False,True,True,True,False,True
PGF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BACH1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RTP4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CFD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NDUFA4L2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TNF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BMP7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GAD1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GNG5,False,False,False,False,False,False,False,False,False,True,False,False,False,False
SPINK2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ICAM3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TPM2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL35A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NOTCH2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EDIL3,False,False,False,False,False,False,False,False,False,True,True,False,True,False
